name,organisation,country,url,url_api,description,location,has_issue,issue_type,code_en
Bahrain Open Data,Bahrain,Bahrain,http://bahrain.bh/wps/portal/data/,,,"26.0275, 50.55",,,Bahrain - Bahrain Open Data
"Bakersfield, Ca Geographic Information Services",United States,United States,http://bakersfieldcity.us/gis/,,,"35.3667, -119.0167",,,"United States - Bakersfield, Ca Geographic Information Services"
Balearic Islands Open Data,Balearic Islands Regional Government,Spain,http://www.caib.es/caibdatafront/,,Balearic Islands Open Data Catalog,"39.3546088038, 3.12906503677",,,Spain - Balearic Islands Open Data
"Baltimore County, Md",United States,United States,http://baltimorecountymd.gov/agencies/infotech/gis/datadownload.html,,,"39.4, -76.6",,,"United States - Baltimore County, Md"
Banco Central de Bolivia,Banco Central de Bolivia,Bolivia,https://www.bcb.gob.bo/,,,"-16.4972733, -68.1366491",,,Bolivia - Banco Central de Bolivia
Banff Arial Data,City of Banff,Canada,http://www.banffopendata.ca,,,"51.1781, -115.5719",,,Canada - Banff Arial Data
Bangladesh Bureau Of Statistics,Bangladesh,Bangladesh,http://bbs.gov.bd,,,"23.7, 90.35",,,Bangladesh - Bangladesh Bureau Of Statistics
Bangladesh Meteorological Department,Bangladesh,Bangladesh,http://bmd.gov.bd/,,,"23.7, 90.35",,,Bangladesh - Bangladesh Meteorological Department
Bank For International Settlements Statistics,International Organizations,Switzerland,http://bis.org/statistics/,,,"47.5667, 7.6",,,Switzerland - Bank For International Settlements Statistics
Banner Associates Public Access,Banner Associates Public Access,United States,http://data.bannerassociates.opendata.arcgis.com,,Arcgis OpenData Portal,"43.8800970773, -99.4951816406",FALSE,,United States - Banner Associates Public Access
Barcelona metropolis open data,Àrea Metropolitana de Barcelona (AMB),Spain,http://www.amb.cat/web/area-metropolitana/dades-obertes,,"Metropolitan area, territory, housing, environment, mobility, economic development","41.3465752, 2.1432512",,,Spain - Barcelona metropolis open data
Barcelona Open Data,Spain,Spain,http://opendata.bcn.cat/opendata/ca,http://opendata-ajuntament.barcelona.cat/data/api/3/action/package_search?rows=5000,,"41.3833, 2.1833",,,Spain - Barcelona Open Data
Bari Open Data,Italy,Italy,http://opendata.comune.bari.it/,,,"41.1253, 16.8667",,,Italy - Bari Open Data
Barnsley,Barnsley,United Kingdom,https://www.barnsley.gov.uk/about-us/how-we-are-performing/local-government-transparency-code,,,"53.5642928, -1.4833096",,,United Kingdom - Barnsley
Barrow,Barrow,United Kingdom,https://data.gov.uk/publisher/barrow-borough-council,,,"54.1115644, -3.2298171",,,United Kingdom - Barrow
Basildon,Basildon,United Kingdom,http://www.basildon.gov.uk/opendata,,,"51.5741567, 0.427591",,,United Kingdom - Basildon
Bassetlaw,Bassetlaw,United Kingdom,http://data.bassetlaw.gov.uk/,,,"53.3495503, -1.1201654",,,United Kingdom - Bassetlaw
Bath Hacked,Bath,United Kingdom,http://www.bathhacked.org/,,,"51.3801212, -2.3995494",,,United Kingdom - Bath Hacked
Bathing Water Quality,Environment Agency,United Kingdom,https://environment.data.gov.uk/bwq/,,"Safety, Water Quality, Locations, Monitoring","51.451709, -2.602966",,,United Kingdom - Bathing Water Quality
"Baton Rouge, La Open Data",United States,United States,http://data.brla.gov,,,"30.45, -91.14",,,"United States - Baton Rouge, La Open Data"
Bayern Open Data,Germany,Germany,https://opendata.bayern.de/;jsessionid=F6AC107A6919C876C3CC45D5770E3A34?0,,Open Data Portal of the region Bavaria,"48.1351, 11.582",,,Germany - Bayern Open Data
Bayof Plenty Maps,Bayof Plenty Maps,New Zealand,http://data.boprc.opendata.arcgis.com,,Arcgis OpenData Portal,"-38.1042195712, 177.003671387",,,New Zealand - Bayof Plenty Maps
Beautify Our Neighborhood,Beautify Our Neighborhood,United States,http://data.gspace.opendata.arcgis.com,,Arcgis OpenData Portal,"41.7794537794, -88.1365",TRUE,,United States - Beautify Our Neighborhood
Bedford,Bedford,United Kingdom,http://www.bedford.gov.uk/council_and_democracy/transparency.aspx,,,"52.1391398, -0.4866009",,,United Kingdom - Bedford
"Bedford County,VA","Bedford County,VA",United States,http://data.bedfordvagis.opendata.arcgis.com,,Arcgis OpenData Portal,"37.320586431, -79.5165410156",,,"United States - Bedford County,VA"
Begraafplaatsen2013,Begraafplaatsen2013,Netherlands,http://begraafplaatsen2013.agel.opendata.arcgis.com,,Arcgis OpenData Portal,"52.2052320655, 5.27355",,,Netherlands - Begraafplaatsen2013
Belfast,Belfast City Council,United Kingdom,http://www.belfastcity.gov.uk/council/Openandlinkeddata/opendatasets.aspx,,Datasets of council-owned or maintained assets.,"54.5957004864, -5.92967748642",,,United Kingdom - Belfast
Belgium Government Open Data,Belgium,Belgium,http://data.gov.be/,,,"50.85, 4.35",,,Belgium - Belgium Government Open Data
Belgium Meteorological Office,Belgium,Belgium,http://www.meteo.be,,,"50.85, 4.35",,,Belgium - Belgium Meteorological Office
Belgium Roots - Place Names,Belgium,Belgium,http://belgium.rootsweb.ancestry.com/bel/_places,,,"51.05, 3.7333",,,Belgium - Belgium Roots - Place Names
Belize Elections,Belize Elections,Belize,http://electionsbze.tbsl.opendata.arcgis.com,,Arcgis OpenData Portal,"17.1810269371, -88.3520507812",,,Belize - Belize Elections
"Belleville, Il Open Data",United States,United States,http://data.illinois.gov/belleville,,,"38.5217, -89.9953",,,"United States - Belleville, Il Open Data"
"Bellingham,wa Gis",United States,United States,http://www.cob.org/services/maps/gis/,,,"48.7502, -122.475",,,"United States - Bellingham,wa Gis"
Belmont California-Open Data,Belmont California-Open Data,United States,http://data.belmont.gov,,Arcgis OpenData Portal,"37.5133252763, -122.295787536",,,United States - Belmont California-Open Data
"Berkeley, Ca",United States,United States,https://data.cityofberkeley.info/,,,"37.8717, -122.2728",,,"United States - Berkeley, Ca"
Berlin Open Data,"Berliner Senatsverwaltung Für Wirtschaft, Technologie Und Frauen",Germany,http://daten.berlin.de/,,Official open data catalog of the Senate of Berlin.,"52.5243681651, 13.4105300903",,,Germany - Berlin Open Data
Besançon,Besançon,France,http://www.data.gouv.fr/fr/organizations/ville-de-besancon,,,"47.2603107, 5.9422287",,,France - Besançon
beta,beta,Ireland,http://beta.cso.opendata.arcgis.com,,Arcgis OpenData Portal,"53.4828267545, -8.32805642025",,,Ireland - beta
Beta Departmentof Housingand Urban Development,Beta Departmentof Housingand Urban Development,United States,http://betaegis.hud.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201166",TRUE,,United States - Beta Departmentof Housingand Urban Development
BETA-Alaska Departmentof Environmental Conservation,BETA-Alaska Departmentof Environmental Conservation,United States,http://beta.adec.opendata.arcgis.com,,Arcgis OpenData Portal,"65.3053271585, -150.0",,,United States - BETA-Alaska Departmentof Environmental Conservation
Bexar County,Bexar County,United States,http://data.bexar.opendata.arcgis.com,,Arcgis OpenData Portal,"29.3652124342, -98.38005",TRUE,,United States - Bexar County
Bexar County Open Data,Bexar County Open Data,United States,http://gis-old.bexar.opendata.arcgis.com,,Arcgis OpenData Portal,"29.4245583913, -98.4844201172",TRUE,,United States - Bexar County Open Data
"Bexar County, Tx - Gis Open Data",United States,United States,http://gis.bexar.opendata.arcgis.com/,,,"29.45, -98.52",,,"United States - Bexar County, Tx - Gis Open Data"
BEXARMETRO9-1-1NETWORKDISTRICT,BEXARMETRO9-1-1NETWORKDISTRICT,United States,http://data.bm911.opendata.arcgis.com,,Arcgis OpenData Portal,"29.5698172556, -98.2608537329",,,United States - BEXARMETRO9-1-1NETWORKDISTRICT
Big Cities Health Inventory Data,U.S. Centers for Disease Control and Prevention,United States,https://bchi.bigcitieshealth.org/,,,"38.9071923, -77.0368707",,,United States - Big Cities Health Inventory Data
Bilbao Open Data,Ayuntamiento de Bilbao,Spain,http://bilbao.net/opendata,,,"43.2642175, -2.9256482",,,Spain - Bilbao Open Data
Billion Trees Tsunami Afforestation Project,Government of Khyber Pakhtunkhwa,Pakistan,http://103.240.220.71/btt/,,"Billion Tree Tsunami Afforestation Project is aimed at planning, designing, commencing and implementing “Green Growth Initiative” in the Forestry Sector of Khyber Pakhtunkhwa Province.","34.000831, 71.54539",,,Pakistan - Billion Trees Tsunami Afforestation Project
Birmingham Open Data,Birmingham City Council,United Kingdom,http://www.birmingham.gov.uk/open-data,,Official list of links by the council,"52.4804802434, -1.89823150635",,,United Kingdom - Birmingham Open Data
Bistrot de Pays,Bistrot de Pays,France,http://bistrotdepays.opendatasoft.com/,,,"48.85341, 2.3488",,,France - Bistrot de Pays
"Bloomington, In City Maps",United States,United States,https://bloomington.in.gov/alpha/maps,,,"39.1622, -86.5292",,,"United States - Bloomington, In City Maps"
Bochum Open Data,Germany,Germany,https://www.bochum.de/opendata,,Open Data Bochum,"51.4818, 7.2162",,,Germany - Bochum Open Data
Bologna Data Portal,City Of Bologna,Italy,http://dati.comune.bologna.it/,,"Official open data portal for the City of Bologna, Italy. Launched April 2012, with 64 datasets (out of 500 planned, 200 by end of 2012)","44.4938114812, 11.3387489319",,,Italy - Bologna Data Portal
Bonn Open Data,Germany,Germany,http://opendata.bonn.de/,,Bonn Open Data,"50.7374, 7.0982",,,Germany - Bonn Open Data
"Bonner County, Id - Gis",United States,United States,http://bonnercounty.us/gis/,,,"48.29, -116.6",,,"United States - Bonner County, Id - Gis"
Borough Of Warwickshire,United Kingdom,United Kingdom,https://apps.warwickshire.gov.uk/OpenData/datasets,,,"52.28333, -1.58333",,,United Kingdom - Borough Of Warwickshire
Boston Gis Data Hub,City Of Boston,United States,http://www.cityofboston.gov/maps/,,,"42.3584308, -71.0597732",,,United States - Boston Gis Data Hub
Boston Metropolitan Area Planning Commission - Data Services,United States,United States,http://mapc.org/data-services,,,"42.3581, -71.0636",,,United States - Boston Metropolitan Area Planning Commission - Data Services
"Boston, Ma Open Data",United States,United States,http://data.cityofboston.gov/,,,"42.3581, -71.0636",,,"United States - Boston, Ma Open Data"
BostonMaps: Open Data,City of Boston,United States,http://bostonopendata.boston.opendata.arcgis.com,,Arcgis OpenData Portal,"42.3133521, -71.1271971",,,United States - BostonMaps: Open Data
Bouche-rhone / Provence Data Portal,Departement Bouche-rhone,France,http://data.visitprovence.com/,,Launched April 2012. Tourism oriented data sets only.,"43.5409158, 4.7416373",,,France - Bouche-rhone / Provence Data Portal
"Boulder County, Co - Maps & Data",United States,United States,http://bouldercounty.org/gov/data/pages/default.aspx,,,"40.0175, -105.27972",,,"United States - Boulder County, Co - Maps & Data"
"Boulder, Co Open Data",United States,United States,http://data.opencolorado.org/group/boulder,,,"40.0176, -105.2797",,,"United States - Boulder, Co Open Data"
Boundaries Of Administrative Divisions In France,France,France,http://github.com/gregoiredavid/france-geojson,,,"48.856614, 2.3522219",,,France - Boundaries Of Administrative Divisions In France
Bovendams Open Data,Bovendams Open Data,Netherlands,http://waterschap.bovendams.opendata.arcgis.com,,Arcgis OpenData Portal,"52.1071081501, 5.2625",TRUE,,Netherlands - Bovendams Open Data
Bradford Metropolitan District Council,Bradford Metropolitan District Council,United Kingdom,https://www.bradford.gov.uk/bmdc/government_politics_and_public_administration/data_protection_foi/what_is_open_data,,,"53.8204268, -1.9013135",,,United Kingdom - Bradford Metropolitan District Council
"Brampton, On Open Data",Canada,Canada,http://brampton.ca/en/city-hall/opengov/,,,"43.6833, -79.7667",,,"Canada - Brampton, On Open Data"
"Brandon, Mb Open Data",Canada,Canada,http://opengov.brandon.ca,,,"49.8333, -99.95",,,"Canada - Brandon, Mb Open Data"
Braunschweig Open GeoData,Germany,Germany,http://www.braunschweig.de/leben/stadtplanung_bauen/geoinformationen/opengeodata.html,,Open GeoData Braunschweig,"52.2689, 10.5268",,,Germany - Braunschweig Open GeoData
Brazil Government Open Data,Brazilian Government,Brazil,http://dados.gov.br/,,,"-10.0, -55.0",TRUE,,Brazil - Brazil Government Open Data
Bremen Open Data,Germany,Germany,http://daten.bremen.de/,,,"53.079, 8.8017",FALSE,,Germany - Bremen Open Data
Brest Métropole - Portail d'Information Géographique,Brest Métrople,France,https://geo.pays-de-brest.fr/donnees/Pages/default.aspx,,,"48.387529, -4.489131",,,France - Brest Métropole - Portail d'Information Géographique
Bretagne Romantic Opendata,Communauté de Communes Bretagne Romantique Opendata,France,http://bretagneromantic.fr/e-themes/open-data/donnees/,,,"48.385699, -1.827237",,,France - Bretagne Romantic Opendata
Bright Rain Open Data,Bright Rain Open Data,United States,http://opendata.brightrain.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Bright Rain Open Data
Brighton & Hove,Brighton & Hove,United Kingdom,http://www.brighton-hove.gov.uk/content/council-and-democracy/council-finance-and-data,,,"50.8457152, -0.2007652",,,United Kingdom - Brighton & Hove
Brisbane Data Store,Brisbane City Council,Australia,https://data.brisbane.qld.gov.au,,"Data.brisbane.qld.gov.au supports re-usable, accessible, understandable and shareable, Brisbane City Council data.","-27.468927, 153.023499",,,Australia - Brisbane Data Store
British Columbia Open Data,Canada,Canada,http://www.data.gov.bc.ca/,,,"54.0, -125.0",,,Canada - British Columbia Open Data
British Columbia Property Tax,Canada,Canada,http://evaluebc.bcassessment.ca/,,,"54.0, -125.0",TRUE,,Canada - British Columbia Property Tax
Brookline,Brookline,United States,http://data.brookline.opendata.arcgis.com/,,,"42.323262, -71.1773658",,,United States - Brookline
Brown County Wisconsin,Brown County Wisconsin,United States,http://data.browncounty.opendata.arcgis.com,,Arcgis OpenData Portal,"44.4633863389, -87.9771406964",,,United States - Brown County Wisconsin
Brussels Open Data,Belgium,Belgium,http://www.brussels.be/artdet.cfm/7191,,Ville de Bruxelles,"50.85, 4.35",,,Belgium - Brussels Open Data
Brussels-Capital Region Open Data Portal,CIRB-CIBG Brussels,Belgium,http://opendatastore.brussels,,,"50.8461, 4.369344",FALSE,,Belgium - Brussels-Capital Region Open Data Portal
Buenos Aires Data,Gobierno De La Ciudad Autónoma De Buenos Aires,Argentina,http://data.buenosaires.gob.ar/,,"Open Data released by the City of Buenos Aires, Argentina.","-34.6131488101, -58.3772277832",,,Argentina - Buenos Aires Data
Buffalo Open Data,United States,United States,http://buffaloopendata.com,,,"42.9047, -78.8494",TRUE,,United States - Buffalo Open Data
Bugarian Geological Society,Bulgaria,Bulgaria,http://bgd.bg,,,"42.75, 25.5",,,Bulgaria - Bugarian Geological Society
"Buncombe County, Nc",United States,United States,http://buncombecounty.org/governing/depts/gis/,,,"35.61, -82.53",,,"United States - Buncombe County, Nc"
Bureau Of Budget & Planning,Palau,Palau,http://palaugov.org/executive-branch/ministries/finance/budgetandplanning/,,,"7.35, 134.4667",,,Palau - Bureau Of Budget & Planning
Bureau Of Labor,United States,United States,http://www.bls.gov/data/,,,"38.8951, -77.0367",,,United States - Bureau Of Labor
Bureau Of Mines And Energy,Haiti,Haiti,http://bme.gouv.ht,,,"18.5333, -72.3333",,,Haiti - Bureau Of Mines And Energy
Bureau Of Statistics,Lesotho,Lesotho,http://www.bos.gov.ls/,,,"-29.4667, 27.9333",,,Lesotho - Bureau Of Statistics
